probe,gene,gsm,tumor,expression,mean,std,z_score
ILMN_1696591,rb1,GSM4003432,MN,203.179,446.1935567,232.9883544,-1.043033062
ILMN_1696591,rb1,GSM4003433,MN,233.6738,446.1935567,232.9883544,-0.91214755
ILMN_1696591,rb1,GSM4003452,MN,419.2695,446.1935567,232.9883544,-0.115559667
ILMN_1696591,rb1,GSM4003453,MN,390.1264,446.1935567,232.9883544,-0.240643601
ILMN_1696591,rb1,GSM4003454,MN,787.5308,446.1935567,232.9883544,1.465039934
ILMN_1696591,rb1,GSM4003455,MN,335.8228,446.1935567,232.9883544,-0.473717911
ILMN_1696591,rb1,GSM4003456,MN,608.2833,446.1935567,232.9883544,0.695698906
ILMN_1696591,rb1,GSM4003457,MN,395.7419,446.1935567,232.9883544,-0.216541538
ILMN_1696591,rb1,GSM4003458,MN,546.5569,446.1935567,232.9883544,0.430765493
ILMN_1696591,rb1,GSM4003459,MN,566.8602,446.1935567,232.9883544,0.517908475
ILMN_1696591,rb1,GSM4003460,MN,1091.405,446.1935567,232.9883544,2.769286237
ILMN_1696591,rb1,GSM4003461,MN,364.9896,446.1935567,232.9883544,-0.348532255
ILMN_1696591,rb1,GSM4003472,MN,729.1412,446.1935567,232.9883544,1.214428266
ILMN_1696591,rb1,GSM4003473,MN,504.5409,446.1935567,232.9883544,0.250430299
ILMN_1696591,rb1,GSM4003474,MN,493.0335,446.1935567,232.9883544,0.201039848
ILMN_1696591,rb1,GSM4003475,MN,543.1541,446.1935567,232.9883544,0.416160471
ILMN_1696591,rb1,GSM4003476,MN,591.7514,446.1935567,232.9883544,0.624742999
ILMN_1696591,rb1,GSM4003477,MN,861.9739,446.1935567,232.9883544,1.784554187
ILMN_1696591,rb1,GSM4003478,MN,753.3865,446.1935567,232.9883544,1.318490549
ILMN_1696591,rb1,GSM4003479,MN,511.9298,446.1935567,232.9883544,0.282143902
ILMN_1696591,rb1,GSM4003480,MN,496.8803,446.1935567,232.9883544,0.217550544
ILMN_1696591,rb1,GSM4003481,MN,541.0477,446.1935567,232.9883544,0.407119676
ILMN_1696591,rb1,GSM4003492,MN,437.8088,446.1935567,232.9883544,-0.035987879
ILMN_1696591,rb1,GSM4003493,MN,627.4284,446.1935567,232.9883544,0.777870824
ILMN_1696591,rb1,GSM4003494,MN,623.478,446.1935567,232.9883544,0.760915471
ILMN_1696591,rb1,GSM4003495,MN,378.4747,446.1935567,232.9883544,-0.290653397
ILMN_1696591,rb1,GSM4003496,MN,591.4221,446.1935567,232.9883544,0.623329624
ILMN_1696591,rb1,GSM4003497,MN,523.0066,446.1935567,232.9883544,0.329686192
ILMN_1696591,rb1,GSM4003498,MN,421.172,446.1935567,232.9883544,-0.107394023
ILMN_1696591,rb1,GSM4003500,MN,409.224,446.1935567,232.9883544,-0.158675556
ILMN_1696591,rb1,GSM4003501,MN,307.3419,446.1935567,232.9883544,-0.595959644
ILMN_1696591,rb1,GSM4003502,MN,391.6047,446.1935567,232.9883544,-0.234298649
ILMN_1696591,rb1,GSM4003503,MN,430.2173,446.1935567,232.9883544,-0.068571052
ILMN_1696591,rb1,GSM4003512,MN,451.6442,446.1935567,232.9883544,0.023394488
ILMN_1696591,rb1,GSM4003513,MN,408.4745,446.1935567,232.9883544,-0.161892455
ILMN_1696591,rb1,GSM4003514,MN,290.3719,446.1935567,232.9883544,-0.668795902
ILMN_1696591,rb1,GSM4003515,MN,902.1815,446.1935567,232.9883544,1.957127619
ILMN_1696591,rb1,GSM4003516,MN,620.2333,446.1935567,232.9883544,0.746989023
ILMN_1696591,rb1,GSM4003517,MN,543.2831,446.1935567,232.9883544,0.416714147
ILMN_1696591,rb1,GSM4003518,MN,533.0458,446.1935567,232.9883544,0.372775041
ILMN_1696591,rb1,GSM4003539,MN,603.8345,446.1935567,232.9883544,0.67660439
ILMN_1696591,rb1,GSM4003540,MN,842.9788,446.1935567,232.9883544,1.703026077
ILMN_1696591,rb1,GSM4003541,MN,395.3113,446.1935567,232.9883544,-0.218389699
ILMN_1696591,rb1,GSM4003542,MN,1271.578,446.1935567,232.9883544,3.542599566
ILMN_1696591,rb1,GSM4003543,MN,423.4164,446.1935567,232.9883544,-0.097760923
ILMN_1696591,rb1,GSM4003544,MN,454.4023,446.1935567,232.9883544,0.035232419
ILMN_1696591,rb1,GSM4003545,MN,484.2277,446.1935567,232.9883544,0.163244826
ILMN_1696591,rb1,GSM4003546,MN,571.3915,446.1935567,232.9883544,0.537357087
ILMN_1696591,rb1,GSM4003547,MN,645.047,446.1935567,232.9883544,0.853490913
ILMN_1696591,rb1,GSM4003548,MN,649.6898,446.1935567,232.9883544,0.873418089
ILMN_1696591,rb1,GSM4003549,MN,735.9057,446.1935567,232.9883544,1.243461906
ILMN_1696591,rb1,GSM4003551,MN,548.2717,446.1935567,232.9883544,0.438125517
ILMN_1696591,rb1,GSM4003552,MN,481.1666,446.1935567,232.9883544,0.150106401
ILMN_1696591,rb1,GSM4003553,MN,493.1192,446.1935567,232.9883544,0.201407677
ILMN_1696591,rb1,GSM4003554,MN,640.4478,446.1935567,232.9883544,0.833750871
ILMN_1696591,rb1,GSM4003555,MN,348.7823,446.1935567,232.9883544,-0.41809496
ILMN_1696591,rb1,GSM4003556,MN,532.5345,446.1935567,232.9883544,0.370580511
ILMN_1696591,rb1,GSM4003557,MN,729.032,446.1935567,232.9883544,1.213959573
ILMN_1696591,rb1,GSM4003559,MN,448.251,446.1935567,232.9883544,0.00883067
ILMN_1696591,rb1,GSM4003561,MN,635.4126,446.1935567,232.9883544,0.81213949
ILMN_1696591,rb1,GSM4003562,MN,645.5798,446.1935567,232.9883544,0.855777723
ILMN_1696591,rb1,GSM4003563,MN,794.8561,446.1935567,232.9883544,1.496480561
ILMN_1696591,rb1,GSM4003565,MN,557.5776,446.1935567,232.9883544,0.478066999
ILMN_1696591,rb1,GSM4003568,MN,797.1075,446.1935567,232.9883544,1.506143705
ILMN_1696591,rb1,GSM4003570,MN,375.3403,446.1935567,232.9883544,-0.30410643
ILMN_1696591,rb1,GSM4003571,MN,476.4825,446.1935567,232.9883544,0.130001963
ILMN_1696591,rb1,GSM4003572,MN,432.9568,446.1935567,232.9883544,-0.056812954
ILMN_1696591,rb1,GSM4003573,MN,534.5082,446.1935567,232.9883544,0.379051749
ILMN_1696591,rb1,GSM4003575,MN,368.4115,446.1935567,232.9883544,-0.333845255
ILMN_1696591,rb1,GSM4003577,MN,599.6167,446.1935567,232.9883544,0.658501339
ILMN_1696591,rb1,GSM4003580,MN,297.8108,446.1935567,232.9883544,-0.636867697
ILMN_1696591,rb1,GSM4003581,MN,615.0405,446.1935567,232.9883544,0.724701214
ILMN_1696591,rb1,GSM4003601,MN,340.4908,446.1935567,232.9883544,-0.453682575
ILMN_1696591,rb1,GSM4003602,MN,1124.335,446.1935567,232.9883544,2.910623773
ILMN_1696591,rb1,GSM4003607,MN,657.9766,446.1935567,232.9883544,0.908985532
ILMN_1696591,rb1,GSM4003608,MN,819.6931,446.1935567,232.9883544,1.603082456
ILMN_1696591,rb1,GSM4003609,MN,1177.164,446.1935567,232.9883544,3.137369012
ILMN_1696591,rb1,GSM4003610,MN,252.6519,446.1935567,232.9883544,-0.830692406
ILMN_1696591,rb1,GSM4003611,MN,295.2182,446.1935567,232.9883544,-0.647995292
ILMN_1696591,rb1,GSM4003615,MN,718.2352,446.1935567,232.9883544,1.16761906
ILMN_1696591,rb1,GSM4003616,MN,1046.964,446.1935567,232.9883544,2.578542798
ILMN_1696591,rb1,GSM4003617,MN,501.9611,446.1935567,232.9883544,0.239357643
ILMN_1696591,rb1,GSM4003622,MN,1107.414,446.1935567,232.9883544,2.837997826
ILMN_1696591,rb1,GSM4003627,MN,442.6556,446.1935567,232.9883544,-0.015185122
ILMN_1696591,rb1,GSM4003631,MN,761.29,446.1935567,232.9883544,1.352412845
ILMN_1696591,rb1,GSM4003636,MN,274.0155,446.1935567,232.9883544,-0.738998552
ILMN_1696591,rb1,GSM4003637,MN,863.0632,446.1935567,232.9883544,1.789229528
ILMN_1696591,rb1,GSM4003642,MN,445.7229,446.1935567,232.9883544,-0.002020087
ILMN_1696591,rb1,GSM4003653,MN,281.165,446.1935567,232.9883544,-0.708312469
ILMN_1696591,rb1,GSM4003661,MN,497.7671,446.1935567,232.9883544,0.221356743
ILMN_1696591,rb1,GSM4003662,MN,376.6335,446.1935567,232.9883544,-0.298555938
ILMN_1696591,rb1,GSM4003665,MN,539.856,446.1935567,232.9883544,0.402004828
ILMN_1696591,rb1,GSM4003666,MN,354.1519,446.1935567,232.9883544,-0.395048314
ILMN_1696591,rb1,GSM4003668,MN,322.575,446.1935567,232.9883544,-0.530578264
ILMN_1696591,rb1,GSM4003670,MN,724.6563,446.1935567,232.9883544,1.195178806
ILMN_1696591,rb1,GSM4003672,MN,494.4735,446.1935567,232.9883544,0.207220414
ILMN_1696591,rb1,GSM4003674,MN,385.4752,446.1935567,232.9883544,-0.260606831
ILMN_1696591,rb1,GSM4003675,MN,434.9011,446.1935567,232.9883544,-0.048467902
ILMN_1696591,rb1,GSM4003677,MN,249.898,446.1935567,232.9883544,-0.84251231
ILMN_1696591,rb1,GSM4003690,MN,382.2035,446.1935567,232.9883544,-0.274649164
ILMN_1696591,rb1,GSM4003692,MN,244.6504,446.1935567,232.9883544,-0.865035324
ILMN_1696591,rb1,GSM4003695,MN,285.632,446.1935567,232.9883544,-0.689139837
ILMN_1696591,rb1,GSM4003696,MN,221.7633,446.1935567,232.9883544,-0.963268131
ILMN_1696591,rb1,GSM4003697,MN,406.2307,446.1935567,232.9883544,-0.171522979
ILMN_1696591,rb1,GSM4003698,MN,259.1401,446.1935567,232.9883544,-0.802844662
ILMN_1696591,rb1,GSM4003700,MN,406.8417,446.1935567,232.9883544,-0.16890053
ILMN_1696591,rb1,GSM4003703,MN,242.1047,446.1935567,232.9883544,-0.875961621
ILMN_1696591,rb1,GSM4003705,MN,252.876,446.1935567,232.9883544,-0.829730555
ILMN_1696591,rb1,GSM4003706,MN,530.0018,446.1935567,232.9883544,0.35971001
ILMN_1696591,rb1,GSM4003711,MN,495.3989,446.1935567,232.9883544,0.211192287
ILMN_1696591,rb1,GSM4003712,MN,285.4872,446.1935567,232.9883544,-0.689761328
ILMN_1696591,rb1,GSM4003713,MN,245.9918,446.1935567,232.9883544,-0.859277955
ILMN_1696591,rb1,GSM4003714,MN,249.0658,446.1935567,232.9883544,-0.846084162
ILMN_1696591,rb1,GSM4003715,MN,213.0791,446.1935567,232.9883544,-1.000541238
ILMN_1696591,rb1,GSM4003716,MN,285.0632,446.1935567,232.9883544,-0.691581161
ILMN_1696591,rb1,GSM4003717,MN,349.6756,446.1935567,232.9883544,-0.414260862
ILMN_1696591,rb1,GSM4003718,MN,343.8065,446.1935567,232.9883544,-0.439451392
ILMN_1696591,rb1,GSM4003719,MN,373.1758,446.1935567,232.9883544,-0.313396594
ILMN_1696591,rb1,GSM4003720,MN,361.072,446.1935567,232.9883544,-0.36534683
ILMN_1696591,rb1,GSM4003722,MN,477.8335,446.1935567,232.9883544,0.135800536
ILMN_1696591,rb1,GSM4003723,MN,398.9894,446.1935567,232.9883544,-0.202603073
ILMN_1696591,rb1,GSM4003724,MN,306.362,446.1935567,232.9883544,-0.600165433
ILMN_1696591,rb1,GSM4003725,MN,333.0794,446.1935567,232.9883544,-0.485492749
ILMN_1696591,rb1,GSM4003726,MN,350.5588,446.1935567,232.9883544,-0.410470115
ILMN_1696591,rb1,GSM4003727,MN,304.6287,446.1935567,232.9883544,-0.607604861
ILMN_1696591,rb1,GSM4003728,MN,390.8057,446.1935567,232.9883544,-0.237728005
ILMN_1696591,rb1,GSM4003729,MN,379.08,446.1935567,232.9883544,-0.288055413
ILMN_1696591,rb1,GSM4003730,MN,473.8959,446.1935567,232.9883544,0.11890012
ILMN_1696591,rb1,GSM4003731,MN,231.922,446.1935567,232.9883544,-0.919666381
ILMN_1696591,rb1,GSM4003732,MN,280.8487,446.1935567,232.9883544,-0.709670048
ILMN_1696591,rb1,GSM4003733,MN,363.0743,446.1935567,232.9883544,-0.356752838
ILMN_1696591,rb1,GSM4003734,MN,393.4807,446.1935567,232.9883544,-0.226246744
ILMN_1696591,rb1,GSM4003735,MN,293.537,446.1935567,232.9883544,-0.655211103
ILMN_1696591,rb1,GSM4003736,MN,255.359,446.1935567,232.9883544,-0.81907337
ILMN_1696591,rb1,GSM4003737,MN,361.3246,446.1935567,232.9883544,-0.364262655
ILMN_1696591,rb1,GSM4003738,MN,361.9336,446.1935567,232.9883544,-0.361648791
ILMN_1696591,rb1,GSM4003739,MN,394.9885,446.1935567,232.9883544,-0.219775176
ILMN_1696591,rb1,GSM4003740,MN,437.4901,446.1935567,232.9883544,-0.037355758
ILMN_1696591,rb1,GSM4003741,MN,312.9997,446.1935567,232.9883544,-0.571676026
ILMN_1696591,rb1,GSM4003742,MN,363.4546,446.1935567,232.9883544,-0.355120568
ILMN_1696591,rb1,GSM4003743,MN,279.0838,446.1935567,232.9883544,-0.717245105
ILMN_1696591,rb1,GSM4003744,MN,403.6529,446.1935567,232.9883544,-0.182587051
ILMN_1696591,rb1,GSM4003745,MN,275.9898,446.1935567,232.9883544,-0.730524738
ILMN_1696591,rb1,GSM4003746,MN,576.5892,446.1935567,232.9883544,0.559665927
ILMN_1696591,rb1,GSM4003747,MN,383.6962,446.1935567,232.9883544,-0.268242406
ILMN_1696591,rb1,GSM4003748,MN,445.6807,446.1935567,232.9883544,-0.002201212
ILMN_1696591,rb1,GSM4003749,MN,451.6527,446.1935567,232.9883544,0.023430971
ILMN_1696591,rb1,GSM4003750,MN,392.3295,446.1935567,232.9883544,-0.231187764
ILMN_1696591,rb1,GSM4003751,MN,358.194,446.1935567,232.9883544,-0.377699378
ILMN_1696591,rb1,GSM4003752,MN,500.9259,446.1935567,232.9883544,0.234914502
ILMN_1696591,rb1,GSM4003753,MN,323.6904,446.1935567,232.9883544,-0.5257909
ILMN_1696591,rb1,GSM4003754,MN,508.4506,446.1935567,232.9883544,0.267210966
ILMN_1696591,rb1,GSM4003755,MN,488.8083,446.1935567,232.9883544,0.182905036
ILMN_1696591,rb1,GSM4003756,MN,227.0018,446.1935567,232.9883544,-0.940784174
ILMN_1696591,rb1,GSM4003757,MN,633.8246,446.1935567,232.9883544,0.805323699
ILMN_1696591,rb1,GSM4003758,MN,620.6771,446.1935567,232.9883544,0.74889384
ILMN_1696591,rb1,GSM4003759,MN,226.1436,446.1935567,232.9883544,-0.94446762
ILMN_1696591,rb1,GSM4003760,MN,451.4749,446.1935567,232.9883544,0.022667843
ILMN_1696591,rb1,GSM4003761,MN,369.2618,446.1935567,232.9883544,-0.330195717
ILMN_1696591,rb1,GSM4003772,MN,242.6434,446.1935567,232.9883544,-0.873649488
ILMN_1696591,rb1,GSM4003783,MN,216.8933,446.1935567,232.9883544,-0.984170463
ILMN_1696591,rb1,GSM4003784,MN,315.3169,446.1935567,232.9883544,-0.561730465
ILMN_1696591,rb1,GSM4003785,MN,285.937,446.1935567,232.9883544,-0.687830759
ILMN_1696591,rb1,GSM4003786,MN,238.2885,446.1935567,232.9883544,-0.892340981
ILMN_1696591,rb1,GSM4003787,MN,177.3773,446.1935567,232.9883544,-1.153775507
ILMN_1696591,rb1,GSM4003788,MN,243.6467,446.1935567,232.9883544,-0.869343265
ILMN_1696591,rb1,GSM4003789,MN,520.4412,446.1935567,232.9883544,0.318675341
ILMN_1696591,rb1,GSM4003790,MN,381.6812,446.1935567,232.9883544,-0.276890906
ILMN_1696591,rb1,GSM4003791,MN,496.1374,446.1935567,232.9883544,0.214361973
ILMN_1696591,rb1,GSM4003792,MN,575.7236,446.1935567,232.9883544,0.55595072
ILMN_1696591,rb1,GSM4003793,MN,391.851,446.1935567,232.9883544,-0.233241515
ILMN_1696591,rb1,GSM4003794,MN,692.7014,446.1935567,232.9883544,1.058026458
ILMN_1696591,rb1,GSM4003809,MN,1195.901,446.1935567,232.9883544,3.21778934
ILMN_1696591,rb1,GSM4003810,MN,1235.844,446.1935567,232.9883544,3.389227094
ILMN_1696591,rb1,GSM4003811,MN,1235.217,446.1935567,232.9883544,3.386535972
ILMN_1696591,rb1,GSM4003812,MN,1294.405,446.1935567,232.9883544,3.64057442
ILMN_1696591,rb1,GSM4003813,MN,1370.299,446.1935567,232.9883544,3.966316023
ILMN_1696591,rb1,GSM4003815,MN,1163.695,446.1935567,232.9883544,3.079559256
ILMN_1696591,rb1,GSM4003816,MN,1648.77,446.1935567,232.9883544,5.161530267
ILMN_1696591,rb1,GSM4003817,MN,1212.328,446.1935567,232.9883544,3.28829501
ILMN_1696591,rb1,GSM4003829,MN,1146.499,446.1935567,232.9883544,3.005752992
ILMN_1696591,rb1,GSM4003831,MN,468.4742,446.1935567,232.9883544,0.095629858
ILMN_1696591,rb1,GSM4003833,MN,791.4811,446.1935567,232.9883544,1.481994858
ILMN_1696591,rb1,GSM4003834,MN,357.8899,446.1935567,232.9883544,-0.379004594
ILMN_1696591,rb1,GSM4003836,MN,864.2582,446.1935567,232.9883544,1.794358539
ILMN_1696591,rb1,GSM4003838,MN,790.2446,446.1935567,232.9883544,1.476687726
ILMN_1696591,rb1,GSM4003238,NN,499.7381,500.7066775,345.5762464,-0.00280279
ILMN_1696591,rb1,GSM4003239,NN,518.6022,500.7066775,345.5762464,0.051784585
ILMN_1696591,rb1,GSM4003240,NN,732.2001,500.7066775,345.5762464,0.669876547
ILMN_1696591,rb1,GSM4003241,NN,488.4849,500.7066775,345.5762464,-0.03536637
ILMN_1696591,rb1,GSM4003273,NN,380.9848,500.7066775,345.5762464,-0.346441281
ILMN_1696591,rb1,GSM4003315,NN,139.9975,500.7066775,345.5762464,-1.043790426
ILMN_1696591,rb1,GSM4003316,NN,233.0838,500.7066775,345.5762464,-0.774424979
ILMN_1696591,rb1,GSM4003319,NN,136.0642,500.7066775,345.5762464,-1.055172285
ILMN_1696591,rb1,GSM4003321,NN,135.287,500.7066775,345.5762464,-1.057421282
ILMN_1696591,rb1,GSM4003322,NN,157.9098,500.7066775,345.5762464,-0.991957292
ILMN_1696591,rb1,GSM4003325,NN,119.4723,500.7066775,345.5762464,-1.103184555
ILMN_1696591,rb1,GSM4003327,NN,143.2757,500.7066775,345.5762464,-1.034304242
ILMN_1696591,rb1,GSM4003331,NN,146.2588,500.7066775,345.5762464,-1.025671993
ILMN_1696591,rb1,GSM4003332,NN,176.4419,500.7066775,345.5762464,-0.938330632
ILMN_1696591,rb1,GSM4003333,NN,173.7501,500.7066775,345.5762464,-0.94611994
ILMN_1696591,rb1,GSM4003355,NN,287.4324,500.7066775,345.5762464,-0.61715549
ILMN_1696591,rb1,GSM4003356,NN,450.0989,500.7066775,345.5762464,-0.146444607
ILMN_1696591,rb1,GSM4003357,NN,517.0461,500.7066775,345.5762464,0.047281671
ILMN_1696591,rb1,GSM4003366,NN,278.9279,500.7066775,345.5762464,-0.641765109
ILMN_1696591,rb1,GSM4003367,NN,337.3506,500.7066775,345.5762464,-0.472706325
ILMN_1696591,rb1,GSM4003369,NN,287.9439,500.7066775,345.5762464,-0.615675353
ILMN_1696591,rb1,GSM4003370,NN,360.1728,500.7066775,345.5762464,-0.406665328
ILMN_1696591,rb1,GSM4003371,NN,305.2671,500.7066775,345.5762464,-0.565546908
ILMN_1696591,rb1,GSM4003373,NN,240.2136,500.7066775,345.5762464,-0.753793353
ILMN_1696591,rb1,GSM4003374,NN,301.6038,500.7066775,345.5762464,-0.576147463
ILMN_1696591,rb1,GSM4003379,NN,301.9905,500.7066775,345.5762464,-0.575028462
ILMN_1696591,rb1,GSM4003387,NN,359.6653,500.7066775,345.5762464,-0.408133889
ILMN_1696591,rb1,GSM4003388,NN,380.1078,500.7066775,345.5762464,-0.348979071
ILMN_1696591,rb1,GSM4003439,NN,201.0671,500.7066775,345.5762464,-0.867072262
ILMN_1696591,rb1,GSM4003440,NN,167.1866,500.7066775,345.5762464,-0.965112854
ILMN_1696591,rb1,GSM4003441,NN,157.0741,500.7066775,345.5762464,-0.994375572
ILMN_1696591,rb1,GSM4003442,NN,159.9469,500.7066775,345.5762464,-0.9860625
ILMN_1696591,rb1,GSM4003443,NN,595.2263,500.7066775,345.5762464,0.273513077
ILMN_1696591,rb1,GSM4003444,NN,173.8172,500.7066775,345.5762464,-0.945925772
ILMN_1696591,rb1,GSM4003445,NN,106.3132,500.7066775,345.5762464,-1.141263272
ILMN_1696591,rb1,GSM4003446,NN,189.9534,500.7066775,345.5762464,-0.899232169
ILMN_1696591,rb1,GSM4003447,NN,125.2027,500.7066775,345.5762464,-1.086602397
ILMN_1696591,rb1,GSM4003448,NN,147.3888,500.7066775,345.5762464,-1.022402093
ILMN_1696591,rb1,GSM4003449,NN,175.5625,500.7066775,345.5762464,-0.940875367
ILMN_1696591,rb1,GSM4003450,NN,151.7188,500.7066775,345.5762464,-1.009872296
ILMN_1696591,rb1,GSM4003451,NN,543.9669,500.7066775,345.5762464,0.125182859
ILMN_1696591,rb1,GSM4003462,NN,533.6786,500.7066775,345.5762464,0.095411426
ILMN_1696591,rb1,GSM4003464,NN,405.6872,500.7066775,345.5762464,-0.274959516
ILMN_1696591,rb1,GSM4003465,NN,435.7063,500.7066775,345.5762464,-0.188092724
ILMN_1696591,rb1,GSM4003467,NN,615.6216,500.7066775,345.5762464,0.332531312
ILMN_1696591,rb1,GSM4003468,NN,454.6247,500.7066775,345.5762464,-0.133348221
ILMN_1696591,rb1,GSM4003470,NN,546.9957,500.7066775,345.5762464,0.13394735
ILMN_1696591,rb1,GSM4003482,NN,521.6372,500.7066775,345.5762464,0.060567017
ILMN_1696591,rb1,GSM4003483,NN,619.2907,500.7066775,345.5762464,0.34314865
ILMN_1696591,rb1,GSM4003485,NN,885.3774,500.7066775,345.5762464,1.113128366
ILMN_1696591,rb1,GSM4003486,NN,467.5766,500.7066775,345.5762464,-0.095869082
ILMN_1696591,rb1,GSM4003487,NN,629.9146,500.7066775,345.5762464,0.373891215
ILMN_1696591,rb1,GSM4003488,NN,411.3603,500.7066775,345.5762464,-0.258543168
ILMN_1696591,rb1,GSM4003489,NN,331.249,500.7066775,345.5762464,-0.490362631
ILMN_1696591,rb1,GSM4003490,NN,512.8531,500.7066775,345.5762464,0.035148314
ILMN_1696591,rb1,GSM4003504,NN,849.0967,500.7066775,345.5762464,1.008142273
ILMN_1696591,rb1,GSM4003506,NN,345.7198,500.7066775,345.5762464,-0.448488225
ILMN_1696591,rb1,GSM4003508,NN,708.2693,500.7066775,345.5762464,0.600627574
ILMN_1696591,rb1,GSM4003510,NN,336.7745,500.7066775,345.5762464,-0.474373396
ILMN_1696591,rb1,GSM4003511,NN,556.0953,500.7066775,345.5762464,0.160279021
ILMN_1696591,rb1,GSM4003582,NN,380.0515,500.7066775,345.5762464,-0.349141988
ILMN_1696591,rb1,GSM4003587,NN,786.3734,500.7066775,345.5762464,0.826638768
ILMN_1696591,rb1,GSM4003589,NN,687.4307,500.7066775,345.5762464,0.540326554
ILMN_1696591,rb1,GSM4003590,NN,961.0461,500.7066775,345.5762464,1.332092201
ILMN_1696591,rb1,GSM4003591,NN,1191.472,500.7066775,345.5762464,1.998879639
ILMN_1696591,rb1,GSM4003596,NN,680.2771,500.7066775,345.5762464,0.519626058
ILMN_1696591,rb1,GSM4003599,NN,760.4979,500.7066775,345.5762464,0.751762383
ILMN_1696591,rb1,GSM4003612,NN,878.864,500.7066775,345.5762464,1.094280427
ILMN_1696591,rb1,GSM4003614,NN,503.1126,500.7066775,345.5762464,0.00696206
ILMN_1696591,rb1,GSM4003655,NN,474.8156,500.7066775,345.5762464,-0.074921462
ILMN_1696591,rb1,GSM4003671,NN,442.5732,500.7066775,345.5762464,-0.168221856
ILMN_1696591,rb1,GSM4003800,NN,1381.043,500.7066775,345.5762464,2.547444542
ILMN_1696591,rb1,GSM4003803,NN,1356.956,500.7066775,345.5762464,2.47774357
ILMN_1696591,rb1,GSM4003805,NN,1357.427,500.7066775,345.5762464,2.479106511
ILMN_1696591,rb1,GSM4003807,NN,1168.173,500.7066775,345.5762464,1.931458917
ILMN_1696591,rb1,GSM4003822,NN,1253.989,500.7066775,345.5762464,2.17978617
ILMN_1696591,rb1,GSM4003824,NN,1436.418,500.7066775,345.5762464,2.707684143
ILMN_1696591,rb1,GSM4003840,NN,1171.51,500.7066775,345.5762464,1.941115252
ILMN_1696591,rb1,GSM4003845,NN,1087.61,500.7066775,345.5762464,1.698332361
ILMN_1696591,rb1,GSM4003847,NN,445.5691,500.7066775,345.5762464,-0.159552568
ILMN_1701134,pten,GSM4003137,BN,1253.325,2329.36134,1257.216415,-0.855887918
ILMN_1701134,pten,GSM4003140,BN,958.6664,2329.36134,1257.216415,-1.090261727
ILMN_1701134,pten,GSM4003142,BN,1411.524,2329.36134,1257.216415,-0.730055167
ILMN_1701134,pten,GSM4003143,BN,889.587,2329.36134,1257.216415,-1.145208035
ILMN_1701134,pten,GSM4003144,BN,2245.675,2329.36134,1257.216415,-0.066564785
ILMN_1701134,pten,GSM4003145,BN,1119.916,2329.36134,1257.216415,-0.962002505
ILMN_1701134,pten,GSM4003146,BN,1116.84,2329.36134,1257.216415,-0.96444918
ILMN_1701134,pten,GSM4003148,BN,1950.474,2329.36134,1257.216415,-0.301370023
ILMN_1701134,pten,GSM4003149,BN,2916.664,2329.36134,1257.216415,0.467145237
ILMN_1701134,pten,GSM4003151,BN,1196.756,2329.36134,1257.216415,-0.900883354
ILMN_1701134,pten,GSM4003163,BN,954.42,2329.36134,1257.216415,-1.093639348
ILMN_1701134,pten,GSM4003164,BN,620.6152,2329.36134,1257.216415,-1.359150358
ILMN_1701134,pten,GSM4003165,BN,821.6093,2329.36134,1257.216415,-1.199278042
ILMN_1701134,pten,GSM4003166,BN,775.3165,2329.36134,1257.216415,-1.236099705
ILMN_1701134,pten,GSM4003186,BN,1194.103,2329.36134,1257.216415,-0.902993571
ILMN_1701134,pten,GSM4003187,BN,744.316,2329.36134,1257.216415,-1.260757751
ILMN_1701134,pten,GSM4003188,BN,1199.257,2329.36134,1257.216415,-0.898894038
ILMN_1701134,pten,GSM4003189,BN,1168.755,2329.36134,1257.216415,-0.923155573
ILMN_1701134,pten,GSM4003215,BN,2515.696,2329.36134,1257.216415,0.14821208
ILMN_1701134,pten,GSM4003216,BN,1123.374,2329.36134,1257.216415,-0.959251984
ILMN_1701134,pten,GSM4003233,BN,1604.721,2329.36134,1257.216415,-0.576384727
ILMN_1701134,pten,GSM4003234,BN,1719.211,2329.36134,1257.216415,-0.485318464
ILMN_1701134,pten,GSM4003236,BN,2644.457,2329.36134,1257.216415,0.25062961
ILMN_1701134,pten,GSM4003237,BN,1221.928,2329.36134,1257.216415,-0.880861343
ILMN_1701134,pten,GSM4003259,BN,2632.114,2329.36134,1257.216415,0.240811889
ILMN_1701134,pten,GSM4003260,BN,1349.044,2329.36134,1257.216415,-0.779752259
ILMN_1701134,pten,GSM4003272,BN,3057.217,2329.36134,1257.216415,0.578942218
ILMN_1701134,pten,GSM4003274,BN,1110.961,2329.36134,1257.216415,-0.969125383
ILMN_1701134,pten,GSM4003281,BN,4645.918,2329.36134,1257.216415,1.842607711
ILMN_1701134,pten,GSM4003285,BN,2158.513,2329.36134,1257.216415,-0.135894137
ILMN_1701134,pten,GSM4003289,BN,1222.797,2329.36134,1257.216415,-0.880170134
ILMN_1701134,pten,GSM4003291,BN,1071.59,2329.36134,1257.216415,-1.000441392
ILMN_1701134,pten,GSM4003301,BN,1222.833,2329.36134,1257.216415,-0.880141499
ILMN_1701134,pten,GSM4003303,BN,2332.101,2329.36134,1257.216415,0.002179147
ILMN_1701134,pten,GSM4003304,BN,1872.956,2329.36134,1257.216415,-0.363028461
