probe,gene,gsm,tumor,expression,mean,std,z_score
ILMN_1708375,irf1,GSM4003515,MN,14236.3,8139.656246,4297.418519,1.418675823
ILMN_1708375,irf1,GSM4003516,MN,19857.52,8139.656246,4297.418519,2.726721566
ILMN_1708375,irf1,GSM4003517,MN,20615.51,8139.656246,4297.418519,2.9031042
ILMN_1708375,irf1,GSM4003518,MN,15064.09,8139.656246,4297.418519,1.611300766
ILMN_1708375,irf1,GSM4003539,MN,20320.14,8139.656246,4297.418519,2.83437224
ILMN_1708375,irf1,GSM4003540,MN,14485.45,8139.656246,4297.418519,1.476652489
ILMN_1708375,irf1,GSM4003541,MN,10782.78,8139.656246,4297.418519,0.615049184
ILMN_1708375,irf1,GSM4003542,MN,14023.08,8139.656246,4297.418519,1.36905999
ILMN_1708375,irf1,GSM4003543,MN,15354.04,8139.656246,4297.418519,1.678771505
ILMN_1708375,irf1,GSM4003544,MN,13631.25,8139.656246,4297.418519,1.277881996
ILMN_1708375,irf1,GSM4003545,MN,12337.17,8139.656246,4297.418519,0.976752377
ILMN_1708375,irf1,GSM4003546,MN,10659.24,8139.656246,4297.418519,0.586301693
ILMN_1708375,irf1,GSM4003547,MN,12944.88,8139.656246,4297.418519,1.11816518
ILMN_1708375,irf1,GSM4003548,MN,8823.372,8139.656246,4297.418519,0.159099178
ILMN_1708375,irf1,GSM4003549,MN,19654.23,8139.656246,4297.418519,2.679416422
ILMN_1708375,irf1,GSM4003550,MN,6259.767,8139.656246,4297.418519,-0.437446164
ILMN_1708375,irf1,GSM4003551,MN,19888.81,8139.656246,4297.418519,2.734002681
ILMN_1708375,irf1,GSM4003552,MN,16194.96,8139.656246,4297.418519,1.874451771
ILMN_1708375,irf1,GSM4003553,MN,15283.36,8139.656246,4297.418519,1.662324421
ILMN_1708375,irf1,GSM4003554,MN,19492.87,8139.656246,4297.418519,2.641868299
ILMN_1708375,irf1,GSM4003555,MN,6944.417,8139.656246,4297.418519,-0.278129589
ILMN_1708375,irf1,GSM4003556,MN,14907.52,8139.656246,4297.418519,1.574867266
ILMN_1708375,irf1,GSM4003557,MN,20651.82,8139.656246,4297.418519,2.911553459
ILMN_1708375,irf1,GSM4003558,MN,7000.577,8139.656246,4297.418519,-0.265061278
ILMN_1708375,irf1,GSM4003559,MN,16313.7,8139.656246,4297.418519,1.902082312
ILMN_1708375,irf1,GSM4003561,MN,13949.87,8139.656246,4297.418519,1.352024181
ILMN_1708375,irf1,GSM4003562,MN,10321.67,8139.656246,4297.418519,0.507749884
ILMN_1708375,irf1,GSM4003563,MN,19896.04,8139.656246,4297.418519,2.735685087
ILMN_1708375,irf1,GSM4003565,MN,13658.22,8139.656246,4297.418519,1.284157856
ILMN_1708375,irf1,GSM4003568,MN,20882.88,8139.656246,4297.418519,2.965320621
ILMN_1708375,irf1,GSM4003570,MN,11678.5,8139.656246,4297.418519,0.823481292
ILMN_1708375,irf1,GSM4003571,MN,10548.22,8139.656246,4297.418519,0.560467579
ILMN_1708375,irf1,GSM4003572,MN,13121.28,8139.656246,4297.418519,1.159213079
ILMN_1708375,irf1,GSM4003573,MN,15826.19,8139.656246,4297.418519,1.788639789
ILMN_1708375,irf1,GSM4003575,MN,8990.699,8139.656246,4297.418519,0.198035809
ILMN_1708375,irf1,GSM4003577,MN,13525.22,8139.656246,4297.418519,1.253209044
ILMN_1708375,irf1,GSM4003580,MN,9622.001,8139.656246,4297.418519,0.34493842
ILMN_1708375,irf1,GSM4003581,MN,11352.37,8139.656246,4297.418519,0.747591546
ILMN_1708375,irf1,GSM4003601,MN,7039.154,8139.656246,4297.418519,-0.256084494
ILMN_1708375,irf1,GSM4003602,MN,14356.34,8139.656246,4297.418519,1.446608871
ILMN_1708375,irf1,GSM4003607,MN,12228.87,8139.656246,4297.418519,0.951551201
ILMN_1708375,irf1,GSM4003608,MN,12210.48,8139.656246,4297.418519,0.947271888
ILMN_1708375,irf1,GSM4003609,MN,15111.98,8139.656246,4297.418519,1.622444666
ILMN_1708375,irf1,GSM4003610,MN,4593.08,8139.656246,4297.418519,-0.825280626
ILMN_1708375,irf1,GSM4003611,MN,3626.34,8139.656246,4297.418519,-1.050238934
ILMN_1708375,irf1,GSM4003615,MN,8329.267,8139.656246,4297.418519,0.044122013
ILMN_1708375,irf1,GSM4003616,MN,10440.31,8139.656246,4297.418519,0.535357155
ILMN_1708375,irf1,GSM4003617,MN,6943.559,8139.656246,4297.418519,-0.278329244
ILMN_1708375,irf1,GSM4003622,MN,14949.13,8139.656246,4297.418519,1.584549823
ILMN_1708375,irf1,GSM4003627,MN,8540.477,8139.656246,4297.418519,0.093270123
ILMN_1708375,irf1,GSM4003631,MN,6841.243,8139.656246,4297.418519,-0.302137956
ILMN_1708375,irf1,GSM4003636,MN,5584.647,8139.656246,4297.418519,-0.594545129
ILMN_1708375,irf1,GSM4003637,MN,12739.4,8139.656246,4297.418519,1.070350429
ILMN_1708375,irf1,GSM4003642,MN,9851.217,8139.656246,4297.418519,0.398276488
ILMN_1708375,irf1,GSM4003653,MN,3663.121,8139.656246,4297.418519,-1.041680075
ILMN_1708375,irf1,GSM4003661,MN,7026.986,8139.656246,4297.418519,-0.258915961
ILMN_1708375,irf1,GSM4003662,MN,4465.778,8139.656246,4297.418519,-0.854903526
ILMN_1708375,irf1,GSM4003665,MN,7339.009,8139.656246,4297.418519,-0.186308884
ILMN_1708375,irf1,GSM4003666,MN,6538.33,8139.656246,4297.418519,-0.372625156
ILMN_1708375,irf1,GSM4003668,MN,6274.424,8139.656246,4297.418519,-0.434035512
ILMN_1708375,irf1,GSM4003670,MN,9113.777,8139.656246,4297.418519,0.226675794
ILMN_1708375,irf1,GSM4003672,MN,7146.873,8139.656246,4297.418519,-0.231018515
ILMN_1708375,irf1,GSM4003674,MN,12071.87,8139.656246,4297.418519,0.915017641
ILMN_1708375,irf1,GSM4003675,MN,7960.017,8139.656246,4297.418519,-0.041801664
ILMN_1708375,irf1,GSM4003677,MN,4337.813,8139.656246,4297.418519,-0.884680705
ILMN_1708375,irf1,GSM4003690,MN,5491.679,8139.656246,4297.418519,-0.616178581
ILMN_1708375,irf1,GSM4003692,MN,4363.864,8139.656246,4297.418519,-0.878618694
ILMN_1708375,irf1,GSM4003695,MN,7409.764,8139.656246,4297.418519,-0.169844348
ILMN_1708375,irf1,GSM4003696,MN,5887.093,8139.656246,4297.418519,-0.524166598
ILMN_1708375,irf1,GSM4003697,MN,10315.77,8139.656246,4297.418519,0.506376967
ILMN_1708375,irf1,GSM4003698,MN,3448.823,8139.656246,4297.418519,-1.091546757
ILMN_1708375,irf1,GSM4003700,MN,10220.43,8139.656246,4297.418519,0.484191555
ILMN_1708375,irf1,GSM4003703,MN,4414.972,8139.656246,4297.418519,-0.866725973
ILMN_1708375,irf1,GSM4003705,MN,4875.912,8139.656246,4297.418519,-0.759466231
ILMN_1708375,irf1,GSM4003706,MN,11086.14,8139.656246,4297.418519,0.6856404
ILMN_1708375,irf1,GSM4003707,MN,10514.19,8139.656246,4297.418519,0.552548872
ILMN_1708375,irf1,GSM4003711,MN,14275.64,8139.656246,4297.418519,1.427830156
ILMN_1708375,irf1,GSM4003712,MN,5211.766,8139.656246,4297.418519,-0.681313731
ILMN_1708375,irf1,GSM4003713,MN,5137.527,8139.656246,4297.418519,-0.698588986
ILMN_1708375,irf1,GSM4003714,MN,4863.794,8139.656246,4297.418519,-0.762286064
ILMN_1708375,irf1,GSM4003715,MN,3892.605,8139.656246,4297.418519,-0.988279644
ILMN_1708375,irf1,GSM4003716,MN,4843.878,8139.656246,4297.418519,-0.766920474
ILMN_1708375,irf1,GSM4003717,MN,5073.54,8139.656246,4297.418519,-0.713478623
ILMN_1708375,irf1,GSM4003718,MN,9396.387,8139.656246,4297.418519,0.29243853
ILMN_1708375,irf1,GSM4003719,MN,9218.385,8139.656246,4297.418519,0.251017849
ILMN_1708375,irf1,GSM4003720,MN,6308.868,8139.656246,4297.418519,-0.426020467
ILMN_1708375,irf1,GSM4003721,MN,4427.107,8139.656246,4297.418519,-0.863902184
ILMN_1708375,irf1,GSM4003722,MN,5701.2,8139.656246,4297.418519,-0.567423497
ILMN_1708375,irf1,GSM4003723,MN,7511.406,8139.656246,4297.418519,-0.146192474
ILMN_1708375,irf1,GSM4003724,MN,6744.477,8139.656246,4297.418519,-0.324655195
ILMN_1708375,irf1,GSM4003725,MN,6553.451,8139.656246,4297.418519,-0.369106532
ILMN_1708375,irf1,GSM4003726,MN,5257.01,8139.656246,4297.418519,-0.67078555
ILMN_1708375,irf1,GSM4003727,MN,5303.461,8139.656246,4297.418519,-0.659976503
ILMN_1708375,irf1,GSM4003728,MN,6932.949,8139.656246,4297.418519,-0.280798168
ILMN_1708375,irf1,GSM4003729,MN,8797.324,8139.656246,4297.418519,0.153037865
ILMN_1708375,irf1,GSM4003730,MN,8536.895,8139.656246,4297.418519,0.092436599
ILMN_1708375,irf1,GSM4003731,MN,5543.799,8139.656246,4297.418519,-0.60405037
ILMN_1708375,irf1,GSM4003732,MN,4663.507,8139.656246,4297.418519,-0.808892415
ILMN_1708375,irf1,GSM4003733,MN,5263.603,8139.656246,4297.418519,-0.669251373
ILMN_1708375,irf1,GSM4003734,MN,8412.111,8139.656246,4297.418519,0.063399632
ILMN_1708375,irf1,GSM4003735,MN,5521.188,8139.656246,4297.418519,-0.609311901
ILMN_1708375,irf1,GSM4003736,MN,6379.093,8139.656246,4297.418519,-0.409679262
ILMN_1708375,irf1,GSM4003737,MN,5892.694,8139.656246,4297.418519,-0.522863258
ILMN_1708375,irf1,GSM4003738,MN,4435.8,8139.656246,4297.418519,-0.861879342
ILMN_1708375,irf1,GSM4003739,MN,3436.264,8139.656246,4297.418519,-1.094469209
ILMN_1708375,irf1,GSM4003740,MN,4656.934,8139.656246,4297.418519,-0.810421938
ILMN_1708375,irf1,GSM4003741,MN,4783.544,8139.656246,4297.418519,-0.780960065
ILMN_1708375,irf1,GSM4003742,MN,7245.114,8139.656246,4297.418519,-0.208158047
ILMN_1708375,irf1,GSM4003743,MN,4448.535,8139.656246,4297.418519,-0.858915935
ILMN_1708375,irf1,GSM4003744,MN,6736.864,8139.656246,4297.418519,-0.326426723
ILMN_1708375,irf1,GSM4003745,MN,1846.633,8139.656246,4297.418519,-1.464372906
ILMN_1708375,irf1,GSM4003746,MN,6968.2,8139.656246,4297.418519,-0.272595336
ILMN_1708375,irf1,GSM4003747,MN,9098.526,8139.656246,4297.418519,0.223126919
ILMN_1708375,irf1,GSM4003748,MN,6303.436,8139.656246,4297.418519,-0.427284482
ILMN_1708375,irf1,GSM4003749,MN,7607.353,8139.656246,4297.418519,-0.123865815
ILMN_1708375,irf1,GSM4003750,MN,7264.929,8139.656246,4297.418519,-0.203547139
ILMN_1708375,irf1,GSM4003751,MN,6759.773,8139.656246,4297.418519,-0.321095849
ILMN_1708375,irf1,GSM4003752,MN,6388.994,8139.656246,4297.418519,-0.40737532
ILMN_1708375,irf1,GSM4003753,MN,5008.355,8139.656246,4297.418519,-0.728647031
ILMN_1708375,irf1,GSM4003754,MN,6066.271,8139.656246,4297.418519,-0.482472265
ILMN_1708375,irf1,GSM4003755,MN,5302.464,8139.656246,4297.418519,-0.660208503
ILMN_1708375,irf1,GSM4003756,MN,5538.83,8139.656246,4297.418519,-0.605206646
ILMN_1708375,irf1,GSM4003757,MN,7243.636,8139.656246,4297.418519,-0.208501974
ILMN_1708375,irf1,GSM4003758,MN,6538.546,8139.656246,4297.418519,-0.372574893
ILMN_1708375,irf1,GSM4003759,MN,2642.928,8139.656246,4297.418519,-1.279076781
ILMN_1708375,irf1,GSM4003760,MN,6412.935,8139.656246,4297.418519,-0.401804301
ILMN_1708375,irf1,GSM4003761,MN,5109.861,8139.656246,4297.418519,-0.705026805
ILMN_1708375,irf1,GSM4003772,MN,2544.694,8139.656246,4297.418519,-1.301935621
ILMN_1708375,irf1,GSM4003783,MN,3867.25,8139.656246,4297.418519,-0.994179698
ILMN_1708375,irf1,GSM4003784,MN,2792.498,8139.656246,4297.418519,-1.244272165
ILMN_1708375,irf1,GSM4003785,MN,4985.707,8139.656246,4297.418519,-0.733917172
ILMN_1708375,irf1,GSM4003786,MN,1899.514,8139.656246,4297.418519,-1.452067612
ILMN_1708375,irf1,GSM4003787,MN,4024.064,8139.656246,4297.418519,-0.957689419
ILMN_1708375,irf1,GSM4003788,MN,3853.957,8139.656246,4297.418519,-0.997272951
ILMN_1708375,irf1,GSM4003789,MN,12887.46,8139.656246,4297.418519,1.104803671
ILMN_1708375,irf1,GSM4003790,MN,6711.656,8139.656246,4297.418519,-0.332292571
ILMN_1708375,irf1,GSM4003791,MN,15679.11,8139.656246,4297.418519,1.754414591
ILMN_1708375,irf1,GSM4003792,MN,11997.24,8139.656246,4297.418519,0.897651401
ILMN_1708375,irf1,GSM4003793,MN,11326.87,8139.656246,4297.418519,0.741657751
ILMN_1708375,irf1,GSM4003794,MN,6644.6,8139.656246,4297.418519,-0.347896357
ILMN_1708375,irf1,GSM4003795,MN,5925.16,8139.656246,4297.418519,-0.51530849
ILMN_1708375,irf1,GSM4003796,MN,6603.016,8139.656246,4297.418519,-0.357572864
ILMN_1708375,irf1,GSM4003797,MN,6142.261,8139.656246,4297.418519,-0.464789556
ILMN_1708375,irf1,GSM4003798,MN,12183.72,8139.656246,4297.418519,0.941044894
ILMN_1708375,irf1,GSM4003809,MN,10120.17,8139.656246,4297.418519,0.460861269
ILMN_1708375,irf1,GSM4003810,MN,7287.088,8139.656246,4297.418519,-0.198390788
ILMN_1708375,irf1,GSM4003811,MN,8315.856,8139.656246,4297.418519,0.041001302
ILMN_1708375,irf1,GSM4003812,MN,8409.261,8139.656246,4297.418519,0.062736443
ILMN_1708375,irf1,GSM4003813,MN,13520.24,8139.656246,4297.418519,1.252050209
ILMN_1708375,irf1,GSM4003814,MN,12226.2,8139.656246,4297.418519,0.950929898
ILMN_1708375,irf1,GSM4003815,MN,15982.51,8139.656246,4297.418519,1.825015115
ILMN_1708375,irf1,GSM4003816,MN,14185.69,8139.656246,4297.418519,1.406898985
ILMN_1708375,irf1,GSM4003817,MN,5655.732,8139.656246,4297.418519,-0.578003803
ILMN_1708375,irf1,GSM4003818,MN,7460.744,8139.656246,4297.418519,-0.157981412
ILMN_1708375,irf1,GSM4003829,MN,12351.28,8139.656246,4297.418519,0.980035744
ILMN_1708375,irf1,GSM4003830,MN,7956.237,8139.656246,4297.418519,-0.042681262
ILMN_1708375,irf1,GSM4003831,MN,8281.942,8139.656246,4297.418519,0.033109587
ILMN_1708375,irf1,GSM4003832,MN,5593.167,8139.656246,4297.418519,-0.592562543
ILMN_1708375,irf1,GSM4003833,MN,15166.72,8139.656246,4297.418519,1.635182546
ILMN_1708375,irf1,GSM4003834,MN,6348.743,8139.656246,4297.418519,-0.416741641
ILMN_1708375,irf1,GSM4003835,MN,6055.687,8139.656246,4297.418519,-0.484935139
ILMN_1708375,irf1,GSM4003836,MN,9740.673,8139.656246,4297.418519,0.372553138
ILMN_1708375,irf1,GSM4003837,MN,6140.667,8139.656246,4297.418519,-0.465160477
ILMN_1708375,irf1,GSM4003838,MN,8675.685,8139.656246,4297.418519,0.124732732
ILMN_1708375,irf1,GSM4003185,NN,12561.89,8932.828284,5790.264962,0.626752271
ILMN_1708375,irf1,GSM4003238,NN,9502.205,8932.828284,5790.264962,0.098333448
ILMN_1708375,irf1,GSM4003239,NN,11747.94,8932.828284,5790.264962,0.48618012
ILMN_1708375,irf1,GSM4003240,NN,10928.65,8932.828284,5790.264962,0.344685732
ILMN_1708375,irf1,GSM4003241,NN,12049.28,8932.828284,5790.264962,0.538222644
ILMN_1708375,irf1,GSM4003273,NN,7554.357,8932.828284,5790.264962,-0.238067048
ILMN_1708375,irf1,GSM4003315,NN,3817.952,8932.828284,5790.264962,-0.883357898
ILMN_1708375,irf1,GSM4003316,NN,2351.738,8932.828284,5790.264962,-1.136578434
ILMN_1708375,irf1,GSM4003319,NN,1880.167,8932.828284,5790.264962,-1.218020476
ILMN_1708375,irf1,GSM4003321,NN,1248.545,8932.828284,5790.264962,-1.327103912
ILMN_1708375,irf1,GSM4003322,NN,2968.458,8932.828284,5790.264962,-1.030068628
ILMN_1708375,irf1,GSM4003325,NN,1294.182,8932.828284,5790.264962,-1.319222235
ILMN_1708375,irf1,GSM4003327,NN,3637.856,8932.828284,5790.264962,-0.914461138
ILMN_1708375,irf1,GSM4003331,NN,3349.73,8932.828284,5790.264962,-0.964221555
ILMN_1708375,irf1,GSM4003332,NN,3706.894,8932.828284,5790.264962,-0.902538022
ILMN_1708375,irf1,GSM4003333,NN,2782.234,8932.828284,5790.264962,-1.062230196
ILMN_1708375,irf1,GSM4003345,NN,2349.995,8932.828284,5790.264962,-1.136879457
ILMN_1708375,irf1,GSM4003355,NN,7116.597,8932.828284,5790.264962,-0.313669805
ILMN_1708375,irf1,GSM4003356,NN,10616.13,8932.828284,5790.264962,0.290712381
ILMN_1708375,irf1,GSM4003357,NN,8526.304,8932.828284,5790.264962,-0.070208235
ILMN_1708375,irf1,GSM4003366,NN,6050.786,8932.828284,5790.264962,-0.497739275
ILMN_1708375,irf1,GSM4003367,NN,5011.453,8932.828284,5790.264962,-0.677235897
ILMN_1708375,irf1,GSM4003369,NN,3825.021,8932.828284,5790.264962,-0.882137055
ILMN_1708375,irf1,GSM4003370,NN,6424.328,8932.828284,5790.264962,-0.433227201
ILMN_1708375,irf1,GSM4003371,NN,5741.052,8932.828284,5790.264962,-0.551231473
ILMN_1708375,irf1,GSM4003373,NN,4288.717,8932.828284,5790.264962,-0.802055055
ILMN_1708375,irf1,GSM4003374,NN,7462.811,8932.828284,5790.264962,-0.253877378
ILMN_1708375,irf1,GSM4003376,NN,3475.805,8932.828284,5790.264962,-0.94244794
ILMN_1708375,irf1,GSM4003377,NN,3152.795,8932.828284,5790.264962,-0.998232952
ILMN_1708375,irf1,GSM4003379,NN,5271.988,8932.828284,5790.264962,-0.632240546
ILMN_1708375,irf1,GSM4003387,NN,7025.146,8932.828284,5790.264962,-0.329463729
ILMN_1708375,irf1,GSM4003388,NN,8876.89,8932.828284,5790.264962,-0.009660747
ILMN_1708375,irf1,GSM4003439,NN,3103.75,8932.828284,5790.264962,-1.006703203
ILMN_1708375,irf1,GSM4003440,NN,2475.652,8932.828284,5790.264962,-1.115178032
ILMN_1708375,irf1,GSM4003441,NN,1933.958,8932.828284,5790.264962,-1.208730573
ILMN_1708375,irf1,GSM4003442,NN,2612.336,8932.828284,5790.264962,-1.091572204
ILMN_1708375,irf1,GSM4003443,NN,5094.172,8932.828284,5790.264962,-0.662950022
ILMN_1708375,irf1,GSM4003444,NN,1866.1,8932.828284,5790.264962,-1.220449898
ILMN_1708375,irf1,GSM4003445,NN,1894.15,8932.828284,5790.264962,-1.21560556
ILMN_1708375,irf1,GSM4003446,NN,2186.805,8932.828284,5790.264962,-1.165062968
ILMN_1708375,irf1,GSM4003447,NN,1886.923,8932.828284,5790.264962,-1.21685369
ILMN_1708375,irf1,GSM4003448,NN,1343.59,8932.828284,5790.264962,-1.310689292
ILMN_1708375,irf1,GSM4003449,NN,1283.039,8932.828284,5790.264962,-1.321146672
ILMN_1708375,irf1,GSM4003450,NN,1343.002,8932.828284,5790.264962,-1.310790842
ILMN_1708375,irf1,GSM4003451,NN,4560.019,8932.828284,5790.264962,-0.755200205
ILMN_1708375,irf1,GSM4003462,NN,11388.61,8932.828284,5790.264962,0.424122511
ILMN_1708375,irf1,GSM4003463,NN,8018.377,8932.828284,5790.264962,-0.157929091
ILMN_1708375,irf1,GSM4003464,NN,12332.29,8932.828284,5790.264962,0.587099509
ILMN_1708375,irf1,GSM4003465,NN,7747.161,8932.828284,5790.264962,-0.204769089
ILMN_1708375,irf1,GSM4003467,NN,15014.35,8932.828284,5790.264962,1.05030111
ILMN_1708375,irf1,GSM4003468,NN,15607.9,8932.828284,5790.264962,1.152809372
ILMN_1708375,irf1,GSM4003470,NN,16978.89,8932.828284,5790.264962,1.389584375
ILMN_1708375,irf1,GSM4003482,NN,15658.35,8932.828284,5790.264962,1.161522272
ILMN_1708375,irf1,GSM4003483,NN,13889.07,8932.828284,5790.264962,0.855961126
ILMN_1708375,irf1,GSM4003485,NN,14538.21,8932.828284,5790.264962,0.968069985
ILMN_1708375,irf1,GSM4003486,NN,6044.157,8932.828284,5790.264962,-0.498884128
ILMN_1708375,irf1,GSM4003487,NN,24319.98,8932.828284,5790.264962,2.657417548
ILMN_1708375,irf1,GSM4003488,NN,13748.68,8932.828284,5790.264962,0.831715258
ILMN_1708375,irf1,GSM4003489,NN,5953.958,8932.828284,5790.264962,-0.514461826
ILMN_1708375,irf1,GSM4003490,NN,14606.55,8932.828284,5790.264962,0.979872554
ILMN_1708375,irf1,GSM4003504,NN,10881.24,8932.828284,5790.264962,0.336497851
ILMN_1708375,irf1,GSM4003506,NN,12371.6,8932.828284,5790.264962,0.59388849
ILMN_1708375,irf1,GSM4003508,NN,11919.63,8932.828284,5790.264962,0.515831613
ILMN_1708375,irf1,GSM4003509,NN,6925.536,8932.828284,5790.264962,-0.346666741
ILMN_1708375,irf1,GSM4003510,NN,10597.5,8932.828284,5790.264962,0.287494912
ILMN_1708375,irf1,GSM4003511,NN,20983.97,8932.828284,5790.264962,2.081276383
ILMN_1708375,irf1,GSM4003582,NN,13908.93,8932.828284,5790.264962,0.859391021
ILMN_1708375,irf1,GSM4003587,NN,17017.03,8932.828284,5790.264962,1.396171292
ILMN_1708375,irf1,GSM4003589,NN,17648.85,8932.828284,5790.264962,1.505288924
ILMN_1708375,irf1,GSM4003590,NN,25730.29,8932.828284,5790.264962,2.900983258
ILMN_1708375,irf1,GSM4003591,NN,22734.51,8932.828284,5790.264962,2.383601062
ILMN_1708375,irf1,GSM4003596,NN,15224.48,8932.828284,5790.264962,1.086591332
ILMN_1708375,irf1,GSM4003599,NN,10411.58,8932.828284,5790.264962,0.255385846
ILMN_1708375,irf1,GSM4003612,NN,13151,8932.828284,5790.264962,0.728493729
ILMN_1708375,irf1,GSM4003614,NN,16215.45,8932.828284,5790.264962,1.257735486
ILMN_1708375,irf1,GSM4003655,NN,5747.993,8932.828284,5790.264962,-0.550032737
ILMN_1708375,irf1,GSM4003671,NN,6552.015,8932.828284,5790.264962,-0.411175188
ILMN_1708375,irf1,GSM4003799,NN,9357.091,8932.828284,5790.264962,0.073271727
ILMN_1708375,irf1,GSM4003800,NN,17643.83,8932.828284,5790.264962,1.504421952
ILMN_1708375,irf1,GSM4003803,NN,11886.21,8932.828284,5790.264962,0.510059857
ILMN_1708375,irf1,GSM4003805,NN,12396.62,8932.828284,5790.264962,0.598209536
ILMN_1708375,irf1,GSM4003807,NN,13530.48,8932.828284,5790.264962,0.794031317
ILMN_1708375,irf1,GSM4003822,NN,11880.98,8932.828284,5790.264962,0.509156616
ILMN_1708375,irf1,GSM4003824,NN,10148.45,8932.828284,5790.264962,0.20994233
ILMN_1708375,irf1,GSM4003840,NN,13364.33,8932.828284,5790.264962,0.765336603
ILMN_1708375,irf1,GSM4003845,NN,14065.26,8932.828284,5790.264962,0.886389785
ILMN_1708375,irf1,GSM4003847,NN,9451.339,8932.828284,5790.264962,0.089548703
ILMN_1708375,irf1,GSM4003848,NN,10314.77,8932.828284,5790.264962,0.238666404
ILMN_1719146,CTAG1B,GSM4003145,BN,228.7325,406.4095522,337.8950728,-0.52583499
ILMN_1719146,CTAG1B,GSM4003151,BN,124.1934,406.4095522,337.8950728,-0.835218312
ILMN_1719146,CTAG1B,GSM4003189,BN,239.6672,406.4095522,337.8950728,-0.49347376
ILMN_1719146,CTAG1B,GSM4003233,BN,317.0568,406.4095522,337.8950728,-0.264439346
ILMN_1719146,CTAG1B,GSM4003237,BN,335.6176,406.4095522,337.8950728,-0.209508684
ILMN_1719146,CTAG1B,GSM4003318,BN,124.5042,406.4095522,337.8950728,-0.834298499
ILMN_1719146,CTAG1B,GSM4003323,BN,118.2883,406.4095522,337.8950728,-0.852694447
ILMN_1719146,CTAG1B,GSM4003375,BN,230.4893,406.4095522,337.8950728,-0.520635743
ILMN_1719146,CTAG1B,GSM4003385,BN,215.2279,406.4095522,337.8950728,-0.565801835
ILMN_1719146,CTAG1B,GSM4003408,BN,176.944,406.4095522,337.8950728,-0.679102984
ILMN_1719146,CTAG1B,GSM4003437,BN,83.38847,406.4095522,337.8950728,-0.955980445
ILMN_1719146,CTAG1B,GSM4003520,BN,400.0813,406.4095522,337.8950728,-0.018728454
ILMN_1719146,CTAG1B,GSM4003524,BN,378.5828,406.4095522,337.8950728,-0.082353235
ILMN_1719146,CTAG1B,GSM4003534,BN,308.778,406.4095522,337.8950728,-0.288940444
ILMN_1719146,CTAG1B,GSM4003536,BN,351.6716,406.4095522,337.8950728,-0.161996894
ILMN_1719146,CTAG1B,GSM4003564,BN,273.87,406.4095522,337.8950728,-0.392250621
ILMN_1719146,CTAG1B,GSM4003579,BN,298.9709,406.4095522,337.8950728,-0.317964542
ILMN_1719146,CTAG1B,GSM4003584,BN,528.9255,406.4095522,337.8950728,0.362585778
ILMN_1719146,CTAG1B,GSM4003594,BN,237.0419,406.4095522,337.8950728,-0.501243332
ILMN_1719146,CTAG1B,GSM4003595,BN,258.6602,406.4095522,337.8950728,-0.437264003
ILMN_1719146,CTAG1B,GSM4003597,BN,478.8336,406.4095522,337.8950728,0.214338869
ILMN_1719146,CTAG1B,GSM4003605,BN,215.9962,406.4095522,337.8950728,-0.563528052
ILMN_1719146,CTAG1B,GSM4003634,BN,255.5202,406.4095522,337.8950728,-0.446556829
ILMN_1719146,CTAG1B,GSM4003650,BN,209.0112,406.4095522,337.8950728,-0.58420015
ILMN_1719146,CTAG1B,GSM4003657,BN,266.7201,406.4095522,337.8950728,-0.41341074
ILMN_1719146,CTAG1B,GSM4003681,BN,330.8755,406.4095522,337.8950728,-0.223542923
ILMN_1719146,CTAG1B,GSM4003682,BN,349.3692,406.4095522,337.8950728,-0.168810843
ILMN_1719146,CTAG1B,GSM4003806,BN,1362.003,406.4095522,337.8950728,2.828077486
ILMN_1719146,CTAG1B,GSM4003808,BN,1140.996,406.4095522,337.8950728,2.174007575
ILMN_1719146,CTAG1B,GSM4003819,BN,1133.536,406.4095522,337.8950728,2.151929716
ILMN_1719146,CTAG1B,GSM4003826,BN,1150.945,406.4095522,337.8950728,2.203451627
ILMN_1719146,CTAG1B,GSM4003841,BN,880.6078,406.4095522,337.8950728,1.403389058
ILMN_1719146,CTAG1B,GSM4003139,MN,252.8404,307.9323403,235.977365,-0.233462817
ILMN_1719146,CTAG1B,GSM4003153,MN,292.187,307.9323403,235.977365,-0.066723943
ILMN_1719146,CTAG1B,GSM4003172,MN,251.2604,307.9323403,235.977365,-0.240158374
ILMN_1719146,CTAG1B,GSM4003228,MN,337.372,307.9323403,235.977365,0.124756286
ILMN_1719146,CTAG1B,GSM4003230,MN,289.7615,307.9323403,235.977365,-0.077002471
ILMN_1719146,CTAG1B,GSM4003232,MN,297.5143,307.9323403,235.977365,-0.044148473
ILMN_1719146,CTAG1B,GSM4003253,MN,333.7996,307.9323403,235.977365,0.109617546
ILMN_1719146,CTAG1B,GSM4003276,MN,350.1579,307.9323403,235.977365,0.178939025
ILMN_1719146,CTAG1B,GSM4003300,MN,248.1243,307.9323403,235.977365,-0.253448208
ILMN_1719146,CTAG1B,GSM4003308,MN,118.1465,307.9323403,235.977365,-0.804254426
ILMN_1719146,CTAG1B,GSM4003310,MN,118.4817,307.9323403,235.977365,-0.802833951
ILMN_1719146,CTAG1B,GSM4003328,MN,144.4012,307.9323403,235.977365,-0.692995026
ILMN_1719146,CTAG1B,GSM4003393,MN,197.3237,307.9323403,235.977365,-0.468725635
